,Origin,Dest,Month,Prediction,lower,upper,origin_lon,origin_lat,dest_lon,dest_lat,dest_p_no_outbreak,risk_ij,risk_i,dest_municipality,dest_name,dest_region,dest_continent
147,TAK,HND,10,57879,48545,69007.0,134.02,34.22,139.78,35.55,0.9601895828674922,0.03981041713250777,0.040829379767704066,Tokyo,Tokyo Haneda International Airport,JP-13,AS
148,FLL,LGA,10,64245,61454,67162.0,-80.14,26.07,-73.87,40.77,0.9602082511821913,0.03979174881780867,0.10259958294568572,New York,La Guardia Airport,US-NY,NA
149,GRU,EZE,10,64083,60739,67611.0,-46.48,-23.43,-58.54,-34.81,0.9602317333761898,0.03976826662381017,0.23258539699603453,Buenos Aires,Ministro Pistarini International Airport,AR-B,SA
150,PEK,SHE,10,77142,72128,82504.0,116.59,40.08,123.43,41.86,0.9605154073453815,0.039484592654618456,0.7446300644983057,Shenyang,Taoxian Airport,CN-21,AS
151,NRT,BKK,10,67682,62368,73449.0,140.39,35.77,100.75,13.69,0.9607814661383488,0.039218533861651195,0.4315080380771502,Bangkok,Suvarnabhumi Airport,TH-10,AS
152,AKJ,HND,10,56883,46438,69678.0,142.45,43.67,139.78,35.55,0.9608610665923473,0.03913893340765273,0.039623546186362324,Tokyo,Tokyo Haneda International Airport,JP-13,AS
153,HRB,PEK,10,50363,47021,53943.0,126.24,45.62,116.59,40.08,0.9608665078890484,0.03913349211095163,0.09161833751170334,Beijing,Beijing Capital International Airport,CN-11,AS
154,CGY,MNL,10,46941,39302,56064.0,124.61,8.41,121.01,14.51,0.9608967069675757,0.039103293032424324,0.0437134249679042,Manila,Ninoy Aquino International Airport,PH-U-A,AS
155,MCO,JFK,10,63008,60849,65243.0,-81.31,28.43,-73.79,40.64,0.9609592617652624,0.03904073823473764,0.12410038514803401,New York,John F Kennedy International Airport,US-NY,NA
156,URC,PEK,10,50206,47427,53148.0,87.48,43.9,116.59,40.08,0.9609860900449931,0.039013909955006865,0.08812400035746426,Beijing,Beijing Capital International Airport,CN-11,AS
157,NRT,PEK,10,50151,46577,53998.0,140.39,35.77,116.59,40.08,0.9610279854029381,0.0389720145970619,0.4315080380771502,Beijing,Beijing Capital International Airport,CN-11,AS
158,OIT,HND,10,56231,48194,65608.0,131.73,33.48,139.78,35.55,0.9613008865370015,0.03869911346299848,0.04421906929902075,Tokyo,Tokyo Haneda International Airport,JP-13,AS
159,CSX,PEK,10,49762,46387,53381.0,113.21,28.19,116.59,40.08,0.961324351990784,0.03867564800921597,0.1636507207174266,Beijing,Beijing Capital International Airport,CN-11,AS
160,BKK,TPE,10,71835,67457,76497.0,100.75,13.69,121.22,25.08,0.9614373766984095,0.03856262330159055,0.43299857704987366,Taipei,Taiwan Taoyuan International Airport,TW-TAO,AS
161,PVG,ICN,10,61907,54987,69699.0,121.8,31.15,126.45,37.45,0.9614949650728143,0.03850503492718571,0.46828033085929965,Seoul,Incheon International Airport,KR-28,AS
162,DEL,HYD,10,77983,71464,85098.0,77.1,28.56,78.47,17.45,0.9615558865549059,0.03844411344509413,0.4758637223827805,Hyderabad,Rajiv Gandhi International Airport,IN-TG,AS
163,MRS,ORY,10,62430,59539,65461.0,5.22,43.44,2.36,48.73,0.9615851527460352,0.03841484725396482,0.07977166595668539,Paris,Paris-Orly Airport,FR-IDF,EU
164,NGB,PEK,10,49294,45537,53361.0,121.46,29.82,116.59,40.08,0.961681027261262,0.038318972738737966,0.09132308586477178,Beijing,Beijing Capital International Airport,CN-11,AS
165,DXB,LHR,10,73454,69260,77901.0,55.35,25.25,-0.45,51.47,0.9618708224020034,0.03812917759799661,0.46650329777906463,London,London Heathrow Airport,GB-ENG,EU
166,PVG,XIY,10,73722,69109,78644.0,121.8,31.15,108.76,34.44,0.9620432686423707,0.037956731357629336,0.46828033085929965,Xi'an,Xi'an Xianyang International Airport,CN-61,AS
167,KIX,HND,10,54331,48253,61175.0,135.24,34.44,139.78,35.55,0.9625837189093494,0.03741628109065065,0.18942930794386736,Tokyo,Tokyo Haneda International Airport,JP-13,AS
168,DFW,LGA,10,60121,58224,62080.0,-97.04,32.9,-73.87,40.77,0.9627143105276912,0.037285689472308814,0.13127883790981232,New York,La Guardia Airport,US-NY,NA
169,ATL,EWR,10,59808,56420,63399.0,-84.44,33.64,-74.18,40.69,0.9629047802130982,0.03709521978690178,0.19295304173114924,Newark,Newark Liberty International Airport,US-NJ,NA
170,LHR,CDG,10,59659,56422,63082.0,-0.45,51.47,2.57,49.0,0.9632584997659178,0.03674150023408218,0.4195935881985313,Paris,Charles de Gaulle International Airport,FR-IDF,EU
171,XMN,SHA,10,44796,41232,48668.0,118.13,24.54,121.34,31.2,0.9633316723389775,0.03666832766102246,0.14184408819615613,Shanghai,Shanghai Hongqiao International Airport,CN-31,AS
172,LHR,BOM,10,44150,41507,46961.0,-0.45,51.47,72.87,19.1,0.9633399058258542,0.03666009417414584,0.4195935881985313,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
173,LED,SVO,10,63678,59183,70812.0,30.31,59.81,37.42,55.97,0.9634255333085647,0.03657446669143527,0.08475383782543167,Moscow,Sheremetyevo International Airport,RU-MOS,EU
174,HKG,LHR,10,70302,65881,75018.0,113.94,22.32,-0.45,51.47,0.9634767335591238,0.03652326644087622,0.6035680697128687,London,London Heathrow Airport,GB-ENG,EU
175,LHR,HKG,10,75608,70990,80525.0,-0.45,51.47,113.94,22.32,0.9637396302627792,0.0362603697372208,0.4195935881985313,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
176,BKK,ICN,10,57384,51312,64175.0,100.75,13.69,126.45,37.45,0.9642572791900007,0.035742720809999295,0.43299857704987366,Seoul,Incheon International Airport,KR-28,AS
177,FRA,CDG,10,57478,54304,60836.0,8.57,50.05,2.57,49.0,0.9645776062240866,0.035422393775913386,0.3708532308454092,Paris,Charles de Gaulle International Airport,FR-IDF,EU
178,SRG,CGK,10,50807,44052,58598.0,110.38,-6.98,106.66,-6.13,0.9645854403026741,0.035414559697325876,0.035414559697325876,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
179,COK,BOM,10,42226,37983,46943.0,76.39,10.16,72.87,19.1,0.9649091334711711,0.03509086652882887,0.06962536027679578,Mumbai,Chhatrapati Shivaji International Airport,IN-MM,AS
180,HND,KIX,10,62130,55529,69516.0,139.78,35.55,135.24,34.44,0.9649586343631822,0.03504136563681781,0.22811212103172884,Osaka,Kansai International Airport,JP-27,AS
181,BOM,HYD,10,70855,65513,76631.0,72.87,19.1,78.47,17.45,0.9650076052387045,0.03499239476129545,0.42451939251519244,Hyderabad,Rajiv Gandhi International Airport,IN-TG,AS
182,TAO,PEK,10,44633,41974,47460.0,120.38,36.27,116.59,40.08,0.9652405297123856,0.03475947028761439,0.14366472992408508,Beijing,Beijing Capital International Airport,CN-11,AS
183,HKD,HND,10,50308,43864,57699.0,140.82,41.78,139.78,35.55,0.9653056002979823,0.03469439970201771,0.03832996693598956,Tokyo,Tokyo Haneda International Airport,JP-13,AS
184,GIG,SSA,10,60244,56379,64373.0,-43.25,-22.81,-38.34,-12.91,0.9653345189518854,0.03466548104811462,0.13952149412452075,Salvador,Deputado Luiz Eduardo Magalhães International Airport,BR-BA,SA
185,GMP,HND,10,49239,43611,55594.0,126.8,37.56,139.78,35.55,0.966030157739099,0.03396984226090105,0.10133322311308202,Tokyo,Tokyo Haneda International Airport,JP-13,AS
186,CAN,CTU,10,59990,55689,64622.0,113.3,23.39,103.96,30.58,0.9661165504310697,0.0338834495689303,0.41424891148206033,Chengdu,Chengdu Shuangliu International Airport,CN-51,AS
187,EZE,GRU,10,63208,60044,66539.0,-58.54,-34.81,-46.48,-23.43,0.9661405589323359,0.03385944106766414,0.07128838179714814,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
188,BOD,ORY,10,54771,52330,57326.0,-0.7,44.83,2.36,48.73,0.9662173592767181,0.033782640723281854,0.0585753735239144,Paris,Paris-Orly Airport,FR-IDF,EU
189,KUL,SIN,10,109448,98849,121183.0,101.71,2.76,103.99,1.36,0.966227184208649,0.03377281579135105,0.31764858873713275,Singapore,Singapore Changi Airport,SG-04,AS
190,PNQ,DEL,10,45613,41418,50232.0,73.92,18.58,77.1,28.56,0.9663302433433607,0.033669756656639294,0.0651657280113167,New Delhi,Indira Gandhi International Airport,IN-DL,AS
191,ICN,MNL,10,40190,35550,45436.0,126.45,37.45,121.01,14.51,0.9664249225158885,0.03357507748411148,0.4018553904371315,Manila,Ninoy Aquino International Airport,PH-U-A,AS
192,FCO,CDG,10,54195,51865,56630.0,12.25,41.79,2.57,49.0,0.9665666281929787,0.03343337180702133,0.19668031070941028,Paris,Charles de Gaulle International Airport,FR-IDF,EU
193,AMS,CDG,10,54194,51411,57128.0,4.76,52.31,2.57,49.0,0.9665672346723975,0.03343276532760253,0.27803602031716124,Paris,Charles de Gaulle International Airport,FR-IDF,EU
194,PEK,NRT,10,48440,45126,51998.0,116.59,40.08,140.39,35.77,0.9665720670310978,0.03342793296890223,0.7446300644983057,Tokyo,Narita International Airport,JP-12,AS
195,DUB,LHR,10,64078,60818,67514.0,-6.24,53.43,-0.45,51.47,0.9666556752614388,0.03334432473856119,0.12885820921713875,London,London Heathrow Airport,GB-ENG,EU
196,GMP,PUS,10,99365,89715,110052.0,126.8,37.56,128.95,35.18,0.9667513101686667,0.03324868983133333,0.10133322311308202,Busan,Gimhae International Airport,KR-26,AS
197,CKG,CAN,10,45952,42449,49744.0,106.63,29.72,113.3,23.39,0.9667569718908915,0.03324302810910851,0.2107400736738152,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
198,TPE,PVG,10,40451,38122,42923.0,121.22,25.08,121.8,31.15,0.9668286381412324,0.03317136185876757,0.3836216321039102,Shanghai,Shanghai Pudong International Airport,CN-31,AS
199,WUH,PEK,10,42519,39470,45804.0,114.21,30.78,116.59,40.08,0.9668592845979981,0.03314071540200192,0.12776085276958893,Beijing,Beijing Capital International Airport,CN-11,AS
200,CNF,CGH,10,61701,56502,67379.0,-43.96,-19.63,-46.66,-23.63,0.9669343350365682,0.03306566496343177,0.10035062143177276,São Paulo,Congonhas Airport,BR-SP,SA
201,CDG,JFK,10,53157,50958,55452.0,2.57,49.0,-73.79,40.64,0.9669610288261014,0.033038971173898646,0.36857735464721275,New York,John F Kennedy International Airport,US-NY,NA
202,DXB,DEL,10,44700,41075,48645.0,55.35,25.25,77.1,28.56,0.9669929365992462,0.03300706340075377,0.46650329777906463,New Delhi,Indira Gandhi International Airport,IN-DL,AS
203,MIA,JFK,10,53071,50634,55625.0,-80.28,25.8,-73.79,40.64,0.9670135894324423,0.03298641056755769,0.1861392334719877,New York,John F Kennedy International Airport,US-NY,NA
204,FRA,LHR,10,63350,59964,66926.0,8.57,50.05,-0.45,51.47,0.9670281897052111,0.032971810294788906,0.3708532308454092,London,London Heathrow Airport,GB-ENG,EU
205,MCO,EWR,10,52666,49780,55719.0,-81.31,28.43,-74.18,40.69,0.9672611516286719,0.03273884837132812,0.12410038514803401,Newark,Newark Liberty International Airport,US-NJ,NA
206,SIN,LHR,10,62487,58736,66478.0,103.99,1.36,-0.45,51.47,0.9674699690208917,0.03253003097910834,0.5035341057418086,London,London Heathrow Airport,GB-ENG,EU
207,IAH,EWR,10,51868,49014,54889.0,-95.34,29.98,-74.18,40.69,0.96774912632641,0.03225087367359003,0.1233751909090608,Newark,Newark Liberty International Airport,US-NJ,NA
208,MEX,MTY,10,96789,92840,100906.0,-99.07,19.44,-100.11,25.78,0.9679309075709701,0.03206909242902989,0.0874301921663917,Monterrey,General Mariano Escobedo International Airport,MX-NLE,NA
209,PVG,SHE,10,62232,58212,66530.0,121.8,31.15,123.43,41.86,0.9680234907668293,0.03197650923317075,0.46828033085929965,Shenyang,Taoxian Airport,CN-21,AS
210,KIX,PVG,10,38924,33204,45630.0,135.24,34.44,121.8,31.15,0.9680606185175196,0.03193938148248043,0.18942930794386736,Shanghai,Shanghai Pudong International Airport,CN-31,AS
211,CSX,SHA,10,38660,35516,42081.0,113.21,28.19,121.34,31.2,0.9682737722700058,0.03172622772999423,0.1636507207174266,Shanghai,Shanghai Hongqiao International Airport,CN-31,AS
212,CDG,LHR,10,60795,57652,64110.0,2.57,49.0,-0.45,51.47,0.9683367085077557,0.03166329149224434,0.36857735464721275,London,London Heathrow Airport,GB-ENG,EU
213,AMD,DEL,10,42843,38849,47248.0,72.62,23.07,77.1,28.56,0.9683422267590874,0.03165777324091257,0.0967836600874078,New Delhi,Indira Gandhi International Airport,IN-DL,AS
214,BOM,AMD,10,52067,47653,56889.0,72.87,19.1,72.62,23.07,0.9684728125959067,0.031527187404093326,0.42451939251519244,Ahmedabad,Sardar Vallabhbhai Patel International Airport,IN-GJ,AS
215,ICN,HKG,10,65444,58604,73083.0,126.45,37.45,113.94,22.32,0.9685365549984571,0.031463445001542856,0.4018553904371315,Hong Kong,Hong Kong International Airport Kai Tak,HK-U-A,AS
216,HKG,SIN,10,101121,95041,107590.0,113.94,22.32,103.99,1.36,0.9687560978273975,0.031243902172602533,0.6035680697128687,Singapore,Singapore Changi Airport,SG-04,AS
217,JFK,CDG,10,50372,48178,52666.0,-73.79,40.64,2.57,49.0,0.968887981365631,0.031112018634368965,0.2472619383003961,Paris,Charles de Gaulle International Airport,FR-IDF,EU
218,CDG,NRT,10,45009,42494,47673.0,2.57,49.0,140.39,35.77,0.9689025468276949,0.031097453172305056,0.36857735464721275,Tokyo,Narita International Airport,JP-12,AS
219,GUM,NRT,10,44957,40204,50273.0,144.8,13.49,140.39,35.77,0.968937910610698,0.031062089389301994,0.053761581645356715,Tokyo,Narita International Airport,JP-12,AS
220,ICN,BKK,10,53338,47876,59422.0,126.45,37.45,100.75,13.69,0.9689626149803531,0.031037385019646924,0.4018553904371315,Bangkok,Suvarnabhumi Airport,TH-10,AS
221,LHR,DEL,10,41540,38399,44939.0,-0.45,51.47,77.1,28.56,0.9692901061618642,0.030709893838135827,0.4195935881985313,New Delhi,Indira Gandhi International Airport,IN-DL,AS
222,HFE,PEK,10,39126,36183,42308.0,117.28,31.85,116.59,40.08,0.9694630863384563,0.030536913661543652,0.0702448413489003,Beijing,Beijing Capital International Airport,CN-11,AS
223,GLA,LHR,10,58592,55365,62007.0,-4.43,55.86,-0.45,51.47,0.9694663752935978,0.030533624706402196,0.06937991897775297,London,London Heathrow Airport,GB-ENG,EU
224,XIY,CAN,10,42052,39428,44850.0,108.76,34.44,113.3,23.39,0.9695349061034012,0.030465093896598794,0.23552978105319755,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
225,MIA,LGA,10,48820,46552,51199.0,-80.28,25.8,-73.87,40.77,0.9696152365000448,0.030384763499955225,0.1861392334719877,New York,La Guardia Airport,US-NY,NA
226,PEK,CKG,10,77912,77276,89562.0,116.59,40.08,106.63,29.72,0.969616614610742,0.030383385389258,0.7446300644983057,Chongqing,Chongqing Jiangbei International Airport,CN-50,AS
227,HND,GMP,10,48393,42539,55053.0,139.78,35.55,126.8,37.56,0.9697719069763433,0.0302280930236567,0.22811212103172884,Seoul,Gimpo International Airport,KR-11,AS
228,AMS,LHR,10,57996,55033,61120.0,4.76,52.31,-0.45,51.47,0.9697722219745442,0.030227778025455843,0.27803602031716124,London,London Heathrow Airport,GB-ENG,EU
229,BKK,SIN,10,97295,89815,105397.0,100.75,13.69,103.99,1.36,0.9699202739602079,0.030079726039792143,0.43299857704987366,Singapore,Singapore Changi Airport,SG-04,AS
230,LAX,LHR,10,57705,55338,60172.0,-118.41,33.94,-0.45,51.47,0.9699215882106534,0.03007841178934656,0.2766725756447104,London,London Heathrow Airport,GB-ENG,EU
231,CWB,GRU,10,55931,52934,59099.0,-49.24,-25.4,-46.48,-23.43,0.9699795775659189,0.030020422434081095,0.07841640373933856,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
232,CWB,CGH,10,55839,50900,61256.0,-49.24,-25.4,-46.66,-23.63,0.9700282101574724,0.029971789842527574,0.07841640373933856,São Paulo,Congonhas Airport,BR-SP,SA
233,PEK,WUH,10,45346,43095,50132.0,116.59,40.08,114.21,30.78,0.9702217001513838,0.02977829984861624,0.7446300644983057,Wuhan,Wuhan Tianhe International Airport,CN-42,AS
234,DTW,LGA,10,47786,46061,49576.0,-83.36,42.21,-73.87,40.77,0.970249110633616,0.029750889366384037,0.09255956941629317,New York,La Guardia Airport,US-NY,NA
235,GRU,GIG,10,78212,74084,82571.0,-46.48,-23.43,-43.25,-22.81,0.970380890601767,0.02961910939823298,0.23258539699603453,Rio De Janeiro,Rio Galeão – Tom Jobim International Airport,BR-RJ,SA
236,TPE,ICN,10,46869,42346,51876.0,121.22,25.08,126.45,37.45,0.9707097730814341,0.029290226918565865,0.3836216321039102,Seoul,Incheon International Airport,KR-28,AS
237,BOS,JFK,10,47027,45293,48828.0,-71.02,42.37,-73.79,40.64,0.9707146649345809,0.029285335065419082,0.13991135446218705,New York,John F Kennedy International Airport,US-NY,NA
238,GRU,FOR,10,56437,52063,61177.0,-46.48,-23.43,-38.54,-3.78,0.9707587992856801,0.029241200714319904,0.23258539699603453,Fortaleza,Pinto Martins International Airport,BR-CE,SA
239,MAD,ORY,10,47066,45135,49080.0,-3.57,40.47,2.36,48.73,0.9708999030662253,0.02910009693377469,0.3030775450040516,Paris,Paris-Orly Airport,FR-IDF,EU
240,BLR,MAA,10,41420,37617,45607.0,77.71,13.2,80.16,12.98,0.9709142069363061,0.029085793063693854,0.26277374307455337,Chennai,Chennai International Airport,IN-TN,AS
241,REC,SSA,10,50254,46088,54797.0,-34.92,-8.13,-38.34,-12.91,0.9709986897046452,0.0290013102953548,0.09983427836111713,Salvador,Deputado Luiz Eduardo Magalhães International Airport,BR-BA,SA
242,FOR,GRU,10,53953,49882,58358.0,-38.54,-3.78,-46.48,-23.43,0.9710257158061498,0.028974284193850175,0.056250784609982785,São Paulo,Guarulhos - Governador André Franco Montoro International Airport,BR-SP,SA
243,JFK,NRT,10,41798,39604,44114.0,-73.79,40.64,140.39,35.77,0.971088683165527,0.02891131683447301,0.2472619383003961,Tokyo,Narita International Airport,JP-12,AS
244,MUC,CDG,10,46674,44348,49122.0,11.79,48.35,2.57,49.0,0.97113873812125,0.028861261878750044,0.18536081803405602,Paris,Charles de Gaulle International Airport,FR-IDF,EU
245,LAS,JFK,10,46194,44141,48344.0,-115.15,36.09,-73.79,40.64,0.9712258663681383,0.028774133631861654,0.08547382053125196,New York,John F Kennedy International Airport,US-NY,NA
246,CGQ,PVG,10,34998,32918,37209.0,125.22,43.9,121.8,31.15,0.9712353185283895,0.028764681471610487,0.08888708842443804,Shanghai,Shanghai Pudong International Airport,CN-31,AS
247,DXB,KHI,10,44387,40257,48941.0,55.35,25.25,67.17,24.9,0.9712643513324039,0.028735648667596148,0.46650329777906463,Karachi,Jinnah International Airport,PK-SD,AS
248,ADA,IST,10,38758,36127,41580.0,35.3,36.99,28.82,40.98,0.9712832446221382,0.02871675537786178,0.0419220639489285,Istanbul,Istanbul Airport,TR-34,AS
249,CLT,EWR,10,46076,43764,48510.0,-80.94,35.22,-74.18,40.69,0.9712983032227152,0.028701696777284846,0.08545084495508937,Newark,Newark Liberty International Airport,US-NJ,NA
250,BKK,MNL,10,33928,30267,38032.0,100.75,13.69,121.01,14.51,0.9715811376007882,0.028418862399211764,0.43299857704987366,Manila,Ninoy Aquino International Airport,PH-U-A,AS
251,MXP,CDG,10,45936,43794,48182.0,8.71,45.63,2.57,49.0,0.9715885411044997,0.02841145889550034,0.15077426521104753,Paris,Charles de Gaulle International Airport,FR-IDF,EU
252,HDY,BKK,10,48712,42110,56348.0,100.39,6.94,100.75,13.69,0.971615897390178,0.02838410260982205,0.03491908431516566,Bangkok,Suvarnabhumi Airport,TH-10,AS
253,PDG,CGK,10,40350,35683,45628.0,100.35,-0.88,106.66,-6.13,0.9717704061504976,0.02822959384950241,0.029786432740015245,Jakarta,Soekarno-Hatta International Airport,ID-BT,AS
254,BKK,CAN,10,38833,36130,41738.0,100.75,13.69,113.3,23.39,0.9718337824837894,0.028166217516210623,0.43299857704987366,Guangzhou,Guangzhou Baiyun International Airport,CN-44,AS
255,CJU,PUS,10,83772,77862,90131.0,126.49,33.51,128.95,35.18,0.9718948278070445,0.028105172192955497,0.18583587816464475,Busan,Gimhae International Airport,KR-26,AS
256,OKJ,HND,10,40602,35451,46501.0,133.85,34.76,139.78,35.55,0.9719042127524432,0.02809578724755679,0.03509586542716747,Tokyo,Tokyo Haneda International Airport,JP-13,AS
257,SFO,NRT,10,40500,38532,42568.0,-122.39,37.62,140.39,35.77,0.9719737962946309,0.028026203705369124,0.21412398185515635,Tokyo,Narita International Airport,JP-12,AS
258,DXB,BEY,10,35925,33738,38253.0,55.35,25.25,35.49,33.83,0.9721342604468021,0.027865739553197932,0.46650329777906463,Beirut,Beirut Rafic Hariri International Airport,LB-JL,AS
259,MNL,ICN,10,44490,39211,50478.0,121.01,14.51,126.45,37.45,0.9721756175843083,0.02782438241569174,0.24387656730404328,Seoul,Incheon International Airport,KR-28,AS
260,CAN,HGH,10,66110,60921,71741.0,113.3,23.39,120.43,30.24,0.9722014906360507,0.027798509363949342,0.41424891148206033,Hangzhou,Hangzhou Xiaoshan International Airport,CN-33,AS
261,LHW,PEK,10,35540,33568,37627.0,103.87,36.03,116.59,40.08,0.9722226192516414,0.02777738074835856,0.061672024790506264,Beijing,Beijing Capital International Airport,CN-11,AS
